Project Title,Application ID,Project Start Date,Project End Date,Funding Mechanism,Fiscal Year,Total Cost,Total Cost (Sub Projects),Funding IC(s),Direct Cost IC,InDirect Cost IC,Total Cost IC
p53-Independent Pathways in Mdm2-Mediated Transformation,7575088,4/9/2007 0:00,2/29/2012 0:00,Non-SBIR/STTR,2009,329378, ,NCI, , ,329378
Control of Retrovirus CNS Disease by redox modulation,7575122,6/18/2002 0:00,1/31/2011 0:00,Non-SBIR/STTR,2009,409079, ,NINDS, , ,409079
Using Targeted Immunotherapy to Enhance Chemotherapy of Colorectal Cancer,7575162,3/7/2007 0:00,12/31/2011 0:00,Non-SBIR/STTR,2009,311600, ,NCI, , ,311600
Role of TRPM1 (Melastatin1) in the Biology of Human Melanocytes,7575231,3/1/2008 0:00,2/28/2013 0:00,Non-SBIR/STTR,2009,326700, ,NIAMS, , ,326700
Targeting JAB1 Oncogenic Function in Breast Cancer,7575240,4/1/2002 0:00,1/31/2012 0:00,Non-SBIR/STTR,2009,255009, ,NCI, , ,255009
Analysis of the p53  in vivo using a unique mouse model,7575254,3/15/2003 0:00,1/31/2013 0:00,Non-SBIR/STTR,2009,344459, ,NCI, , ,344459
MYC's Role in the Initiation and Maintenance of Cancer,7575277,6/1/2001 0:00,2/29/2012 0:00,Non-SBIR/STTR,2009,391431, ,NCI, , ,391431
Hormonal regulation of p53 activity in mammary tissue,7575460,4/1/2004 0:00,2/28/2010 0:00,Non-SBIR/STTR,2008,55861, ,NCI, , ,55861
"Structure, Function and Inhibition of Human Methionine Aminopeptidases",7575735,6/1/2008 0:00,4/30/2013 0:00,Non-SBIR/STTR,2009,376391, ,NCI, , ,376391
Nuclear Function of Abl in DNA Damage Response,7575739,8/1/1986 0:00,1/31/2013 0:00,Non-SBIR/STTR,2009,419984, ,NCI, , ,419984
Cell and tumor genetics of mitotic arrest checkpoints,7575754,2/1/2000 0:00,2/29/2012 0:00,Non-SBIR/STTR,2009,344054, ,NCI, , ,344054
Monitoring mechanisms in mammalian ribosome biogenesis,7575779,2/1/2005 0:00,1/31/2011 0:00,Non-SBIR/STTR,2009,230749, ,NIGMS, , ,230749
Role of DN-p63 in Preservation of Self Renewal,7575824,4/1/2005 0:00,8/28/2010 0:00,Non-SBIR/STTR,2009,228179, ,NCI, , ,228179
Molecular Basis of Aneuploidy,7576183,3/7/2006 0:00,2/28/2011 0:00,Non-SBIR/STTR,2009,232676, ,NCI, , ,232676
Investigation of the Function and Regulationof Peroxiredoxins Prdx1 and Prdx6 in ,7576644,1/1/2009 0:00,12/31/2011 0:00,Non-SBIR/STTR,2009,213458, ,NCI, , ,213458
Mechanisms of BMP Receptor Kinase Dysregulation in Skeletal Dysplasias,7576671,12/15/2008 0:00,11/30/2011 0:00,Non-SBIR/STTR,2009,73250, ,NIAMS, , ,73250
Molecular mediators of metastasis in hepatocellular carcinoma,7576815,4/1/2006 0:00,2/28/2011 0:00,Non-SBIR/STTR,2009,280074, ,NCI, , ,280074
Anticarcinogenic Effect of ITCs Against Prostate Cancer,7577052,7/14/2003 0:00,11/30/2013 0:00,Non-SBIR/STTR,2009,329208, ,NCI, , ,329208
Cell Survival and Death in Oxidant Lung Injury,7577427,7/1/2002 0:00,3/31/2011 0:00,Non-SBIR/STTR,2009,385000, ,NHLBI, , ,385000
Genetic Mechanisms in Experimental Pancreatic Cancer,7577526,9/1/1998 0:00,2/28/2011 0:00,Non-SBIR/STTR,2009,262017, ,NCI, , ,262017
Translational Machinery in Stress Signaling and Tumor Suppression,7577945,5/15/2009 0:00,4/30/2011 0:00,Non-SBIR/STTR,2009,253622, ,NIEHS, , ,253622
"Inhibitory effects of caffeine, exercise and lipectomy on UVB-induced skin cancer",7578038,9/18/2008 0:00,7/31/2013 0:00,Non-SBIR/STTR,2008,247780, ,NCI, , ,247780
DEAF-1 Interactions and Protein Modifications in Prostate Cells,7578045,7/17/2009 0:00,6/30/2012 0:00,Non-SBIR/STTR,2009,218250, ,NCI, , ,218250
Development of cambinol analogues as antilymphoma agents,7578307,4/1/2008 0:00,2/28/2013 0:00,Non-SBIR/STTR,2009,365200, ,NCI, , ,365200
Biology of the papillomavirus E5 oncoprotein family,7578852,1/1/1991 0:00,2/28/2011 0:00,Non-SBIR/STTR,2009,390569, ,NCI, , ,390569
Mox 1: A Novel Mitogenic Oxidase,7578929,1/5/2000 0:00,2/29/2012 0:00,Non-SBIR/STTR,2009,269909, ,NCI, , ,269909
Mechanisms of Intestinal Tumorigenesis,7578998,1/1/2000 0:00,3/31/2010 0:00,Non-SBIR/STTR,2009,379393, ,NCI, , ,379393
High Throughput Screening,7579078, , ,Research Centers,2008, ,130540, , , , 
In vivo pathogenesis of Helicobacter pylori,7579915,9/1/1996 0:00,2/29/2012 0:00,Non-SBIR/STTR,2009,376716, ,NIAID, , ,376716
Homologous Recombination & Human Cell Radiosensitivity,7579984,2/7/2006 0:00,12/31/2011 0:00,Non-SBIR/STTR,2009,343492, ,NCI, , ,343492
The Role of PKR in a Novel IL-3 Signal Transduction Pathway,7580107,4/1/1996 0:00,2/28/2013 0:00,Non-SBIR/STTR,2009,366250, ,NHLBI, , ,366250
The Structure and Function of S100 Proteins,7580924,2/1/1999 0:00,1/31/2011 0:00,Non-SBIR/STTR,2009,304425, ,NIGMS, , ,304425
Targeting Signal Transduction Pathways for Cancer Drug Discovery,7581046,2/5/2007 0:00,1/31/2012 0:00,Non-SBIR/STTR,2009,1950419, ,NCI, , ,1950419
Characterization of RNF5 - A Novel RING Finger Protein,7582260,7/1/2002 0:00,6/30/2011 0:00,Non-SBIR/STTR,2009,384693, ,NCI, , ,384693
The Roles of HBXAP Gene in Ovarian Cancer,7582307,4/1/2008 0:00,1/31/2013 0:00,Non-SBIR/STTR,2009,340300, ,NCI, , ,340300
Humanized Mouse Models for the p53 R72P SNP,7582903,12/1/2008 0:00,11/30/2013 0:00,Non-SBIR/STTR,2009,309080, ,NIEHS, , ,309080
In vivo function and mechanism of the r-protein-Mdm2-p53 pathway,7583472,8/1/2003 0:00,4/30/2014 0:00,Non-SBIR/STTR,2009,319299, ,NCI, , ,319299
Non-Peptide Small-Molecule Inhibitors of the MDM2-p53 interaction,7583984,5/1/2006 0:00,3/31/2011 0:00,Non-SBIR/STTR,2009,437813, ,NCI, , ,437813
CPEB and Cell Senescence,7584079,4/1/2007 0:00,3/31/2012 0:00,Non-SBIR/STTR,2009,326463, ,NIA, , ,326463
Molecular Mechanism of Mule in DNA Damage Response and Tumorigenesis,7584403,1/1/2009 0:00,11/30/2013 0:00,Non-SBIR/STTR,2009,315666, ,NCI, , ,315666
Adenovirus E1B55K Functions Related to Oncolytic Replication,7584520,3/1/2009 0:00,12/31/2012 0:00,Non-SBIR/STTR,2009,276390, ,NCI, , ,276390
X-RAR alpha proteins: Molecualr Pathogenesis of Acute Promyelocytic Leukemia,7585213,9/15/1996 0:00,12/31/2010 0:00,Non-SBIR/STTR,2009,348711, ,NCI, , ,348711
Role of hsnf5/BAF47 Loss in Human Cancer Development,7585343,3/1/2002 0:00,6/30/2011 0:00,Non-SBIR/STTR,2009,268981, ,NCI, , ,268981
Functional study of C53 protein as a novel regulator of checkpoint kinases,7585680,4/1/2008 0:00,1/31/2013 0:00,Non-SBIR/STTR,2009,249900, ,NIGMS, , ,249900
Deregulation of the Ubiquitin/26S Proteasome Pathway in AT cells: Role of ISG15,7585942,9/1/2008 0:00,7/31/2010 0:00,Non-SBIR/STTR,2008,155313, ,NINDS, , ,155313
Oncogenic Function of a P53-Induced Phosphatase,7586156,4/1/2003 0:00,1/31/2013 0:00,Non-SBIR/STTR,2009,266843, ,NCI, , ,266843
p53-mediated control of numeral integrity of centrosomes,7586772,4/1/2001 0:00,5/31/2011 0:00,Non-SBIR/STTR,2009,263665, ,NCI, , ,263665
Structural Biology of Lysine Methylation in DNA Damage and Checkpoint Signaling,7586836,4/1/2008 0:00,1/31/2013 0:00,Non-SBIR/STTR,2009,313533, ,NCI, , ,313533
Cancer Biology in the Zebrafish,7588080,7/3/2003 0:00,2/28/2013 0:00,Non-SBIR/STTR,2009,369046, ,NCI, , ,369046
The role of melanocyte precursors in zebrafish pigmentation disorders,7589040,1/1/2009 0:00,12/31/2013 0:00,Other Research-Related,2009,126900, ,NIAMS, , ,126900
The Function and Regulation of  Trefoil Factor Family 2 (TFF2),7589122,4/1/2001 0:00,6/30/2012 0:00,Non-SBIR/STTR,2008,340638, ,NIDDK, , ,340638
Functional Components of the Rb/E2F and p53 Pathways,7589237,9/30/2008 0:00,9/29/2010 0:00,Other Research-Related,2008,90000, ,NLM, , ,90000
Characterization of the inducible-beta-cell-specific p53 knockout mice,7589322,5/15/2009 0:00,4/30/2011 0:00,Non-SBIR/STTR,2009,242625, ,NCRR, , ,242625
Mycn and Medulloblastoma,7589636,1/1/2009 0:00,12/31/2013 0:00,Non-SBIR/STTR,2009,320588, ,NCI, , ,320588
" Genetics of RAS, PTEN, BRAF and CDKN2A in Melanoma",7589723,5/1/2005 0:00,3/31/2011 0:00,Non-SBIR/STTR,2009,274719, ,NCI, , ,274719
Mechanisms of Mdm2/Mdmx in repressing p53,7589942,1/1/2009 0:00,12/31/2013 0:00,Non-SBIR/STTR,2009,328652, ,NCI, , ,328652
MicroRNAs and chromosome 22q in the colon,7590152,3/1/2000 0:00,5/31/2013 0:00,Non-SBIR/STTR,2008,327356, ,NIDDK, , ,327356
Novel Proapoptotic BH3-only Proteins in Cancer Apoptosis,7590339,5/16/2005 0:00,3/31/2011 0:00,Non-SBIR/STTR,2009,214702, ,NCI, , ,214702
DNA Damage and Tobacco-Induced Lung Cancer,7590368,5/1/2005 0:00,3/31/2012 0:00,Non-SBIR/STTR,2009,331480, ,NCI, , ,331480
DNA Damage/Repair and Cell Death,7590464,4/1/2005 0:00,3/31/2011 0:00,Non-SBIR/STTR,2009,287679, ,NINDS, , ,287679
Chromosome 22q genetic studies in the colon,7590697,3/1/2000 0:00,9/28/2008 0:00,Non-SBIR/STTR,2008,126800, ,NIDDK, , ,126800
An Intra-Neoplasm Genetic Diversity Assay,7590704,9/17/2008 0:00,8/31/2010 0:00,Non-SBIR/STTR,2008,104250, ,NCI, , ,104250
CHEMOPREVENTION OF LUNG SQUAMOUS CELL CARCINOMA WITH POLYPHENON E,7590802,6/10/2009 0:00,4/30/2013 0:00,Non-SBIR/STTR,2009,315400, ,NCI, , ,239400
Investigating the role of p73 and its isoforms in tumorigenesis and metastasis,7590945,1/1/2009 0:00,12/31/2013 0:00,Non-SBIR/STTR,2009,319550, ,NCI, , ,319550
Regulation of Ionizing Radiation Induced DNA Damage Response,7591296,5/1/2009 0:00,2/28/2014 0:00,Non-SBIR/STTR,2009,308345, ,NCI, , ,308345
Regulations of DNA Alkylation/Deamination Damage Repair,7591475,3/1/2003 0:00,11/30/2013 0:00,Non-SBIR/STTR,2009,266843, ,NCI, , ,266843
Biosynthesis and Hypoxia in Gliomas,7591648, ,8/31/2011 0:00,Non-SBIR/STTR,2008, ,152636, , , , 
Expression of Class I Specific Receptors in NK Cells,7591789,4/1/1996 0:00,5/12/2010 0:00,Non-SBIR/STTR,2009,319652, ,NIAID, , ,319652
Genetic Pathways Governing Pancreatic Ductal Adenocarcinoma,7591823, , ,Non-SBIR/STTR,2008, ,213765, , , , 
The RAS and P13K Pathways in Pancreatic Adenocarcinoma,7591824, , ,Non-SBIR/STTR,2008, ,369799, , , , 
Mechanisms & Therapeutic Targeting of the Microenvironment in Pancreatic Cancer,7591825, , ,Non-SBIR/STTR,2008, ,293541, , , , 
Experimental Pathology Core,7591828, , ,Non-SBIR/STTR,2008, ,173297, , , , 
Biosynthesis of Adenovirus Early RNA's,7591849,4/1/1979 0:00,3/31/2012 0:00,Non-SBIR/STTR,2009,725237, ,NCI, , ,725237
Lymphomas And Retroviral Pathogenesis,7592247, , ,Intramural Research,2007,1305511, ,NIAID, , ,1305511
Epigenetic Regulation of Normal and Pathologic CTCF Functions by BORIS,7592372, , ,Intramural Research,2007,804869, ,NIAID, , ,804869
T-Cell Antigen Recognition and Tumor Antigens,7592506, , ,Intramural Research,2007,275470, ,NCI, , ,275470
Chromosomal Proteins and Chromosomal Functions,7592507, , ,Intramural Research,2007,1593875, ,NCI, , ,1593875
Alterations in Interacting Signaling Pathways that Initiate Squamous Carcinogene,7592508, , ,Intramural Research,2007,1269850, ,NCI, , ,1269850
Gene Regulation and Function: The B-ZIP Proteins,7592520, , ,Intramural Research,2007,1009978, ,NCI, , ,1009978
Molecular Epidemiology and Molecular Carcinogenesis of Human Cancer,7592530, , ,Intramural Research,2007,1571163, ,NCI, , ,1571163
"Tumor Suppressor Protein, p53",7592540, , ,Intramural Research,2007,826409, ,NCI, , ,826409
Inhibition of p53 Tumor Suppressor Function by HTLV-I,7592548, , ,Intramural Research,2007,1299586, ,NCI, , ,1299586
"DNA Repair, Cell Cycle Checkpoints and Apoptosis as Targets for Anticancer Drugs",7592558, , ,Intramural Research,2007,731268, ,NCI, , ,731268
Investigations on the integrated behavior of molecular regulatory networks that ,7592565, , ,Intramural Research,2007,455938, ,NCI, , ,455938
Peptide-based Inhibitors of HDM2 Protein,7592569, , ,Intramural Research,2007,31897, ,NCI, , ,31897
Regulation of EGFR Gene Activity,7592572, , ,Intramural Research,2007,135956, ,NCI, , ,135956
Genetically Engineered Mice as Models to Study Receptor Tyrosine Kinase Function,7592585, , ,Intramural Research,2007,1750631, ,NCI, , ,1750631
Ubiquitin And SUMO Post-Translational Modifications In Development And Disease,7592607, , ,Intramural Research,2007,679733, ,NCI, , ,679733
The Genetics of Susceptibility to Mouse Plasma Cell Tumors,7592617, , ,Intramural Research,2007,1243881, ,NCI, , ,1243881
Inflammation and Cancer,7592630, , ,Intramural Research,2007,1618774, ,NCI, , ,1618774
Molecular Cytogenetics of Solid Tumors,7592632, , ,Intramural Research,2007,1281723, ,NCI, , ,1281723
Molecular Mechanisms of Growth Factor Modulated Proliferation,7592636, , ,Intramural Research,2007,714590, ,NCI, , ,714590
DNA Repair,7592647, , ,Intramural Research,2007,2066801, ,NCI, , ,2066801
Enzymes and Substrates of the Ubiquitin Conjugating System,7592649, , ,Intramural Research,2007,504801, ,NCI, , ,504801
Role of CEBP transcription factors in regulating cell growth and tumorigenesis,7592664, , ,Intramural Research,2007,1638462, ,NCI, , ,1638462
Design of Drugs Against Cancer and Viral Diseases,7592678, , ,Intramural Research,2007,1280818, ,NCI, , ,1280818
Identification of Modifier Gene of Tumors Associated with NF1 and Astrocytoma,7592751, , ,Intramural Research,2007,653611, ,NCI, , ,653611
Molecular Mechanisms of Proliferation and Infiltration of Astrocytoma,7592752, , ,Intramural Research,2007,817015, ,NCI, , ,817015
Development of Mouse Astrocytoma Model for Preclinical Testing of Experimental T,7592753, , ,Intramural Research,2007,163403, ,NCI, , ,163403
Zebrafish models of human leukemia and sarcoma,7592759, , ,Intramural Research,2007,1630493, ,NCI, , ,1630493
Microtubule (MT) Interfering Agents (MTAs): Mechanisms of Action and Resistance,7592807, , ,Intramural Research,2007,943099, ,NCI, , ,943099
Molecular Technologies,7592820, , ,Intramural Research,2007,219984, ,NCI, , ,219984
Phase I study of bortezomib and DA-EPOCH-R with microarray in DLBCL,7592876, , ,Intramural Research,2007,154572, ,NCI, , ,154572
Metabolic Mechanisms for Programmed Cell Death,7592898, , ,Intramural Research,2007,762485, ,NCI, , ,762485
Clinical trial development in cancer vaccines,7592908, , ,Intramural Research,2007,398219, ,NCI, , ,398219
Tumor stem cells and metastatic outcomes in mouse models of prostate cancer,7592949, , ,Intramural Research,2007,291218, ,NCI, , ,291218
Cancer Risk and Environmental Exposures,7593167, , ,Intramural Research,2007,1279, ,NCI, , ,1279
Molecular Genetic Epidemiology of Primary Hepatocellular Carcinoma,7593178, , ,Intramural Research,2007,1212701, ,NCI, , ,1212701
Molecular Genetic Epidemiology of leading U.S. Cancers,7593179, , ,Intramural Research,2007,293848, ,NCI, , ,293848
Studies of Rare Cancers,7593192, , ,Intramural Research,2007,1393921, ,NCI, , ,1393921
Molecular Therapy Of Neoplasms Affecting Human Communication,7593327, , ,Intramural Research,2007,2339016, ,NIDCD, , ,2339016
Oral Carcinogenesis,7593368, , ,Intramural Research,2007,1804461, ,NIDCR, , ,1804461
Small Molecule Activators of p53,7593520, , ,Intramural Research,2007,292932, ,NIDDK, , ,292932
Cellular Responses to DNA Damage,7593640, , ,Intramural Research,2007,410651, ,NIDDK, , ,410651
Molecular aspects of gastrinoma,7593658, , ,Intramural Research,2007,352681, ,NIDDK, , ,352681
Characterization of mice carrying mutations of BRCA1 interacting proteins,7593701, , ,Intramural Research,2007,265073, ,NIDDK, , ,265073
"BRCA1, DNA damage response and aging",7593704, , ,Intramural Research,2007,265073, ,NIDDK, , ,265073
Physical Biochemistry Of Macromolecules,7593808, , ,Intramural Research,2007,26395, ,NIBIB, , ,26395
"Characterization of epidermal stem cells: biology, carcinogenesis, and function",7593863, , ,Intramural Research,2007,1474513, ,NIEHS, , ,1474513
Genetic Susceptibility to Loss of Tumor Suppressor Gene Function,7593866, , ,Intramural Research,2007,721570, ,NIEHS, , ,721570
"Role of p53 in Apoptosis, Growth Arrest and Differentiation in Neuronal Cells",7593873, , ,Intramural Research,2007,518666, ,NIEHS, , ,518666
"Role Of Lipids In Colon, Breast, And Other Cancers",7593927, , ,Intramural Research,2007,457604, ,NIEHS, , ,457604
Isolation And Characterization Of Human Genes Affecting Chromosome Metabolism,7593946, , ,Intramural Research,2007,782678, ,NIEHS, , ,782678
Genetic Analyses of Endometrial Cancer,7594344, , ,Intramural Research,2007,766047, ,NHGRI, , ,766047
Mechanisms Of Action Of Psychoactive Drugs,7594503, , ,Intramural Research,2007,2039503, ,NIMH, , ,2039503
The Molecular Biology Of The Mammalian Brain,7594672, , ,Intramural Research,2007,2350200, ,NINDS, , ,2350200
Molecular Pathology of Pulmonary Carcinogenesis,7594743, , ,Intramural Research,2007,1133324, ,NCI, , ,1133324
The Molecular Genetics of Gynecologic Cancers,7594744, , ,Intramural Research,2007,994788, ,NCI, , ,994788
The Immunotherapy of Animal and Human Cancer,7594752, , ,Intramural Research,2007,3172648, ,NCI, , ,3172648
Lymphoma Studies,7594773, , ,Intramural Research,2007,555012, ,NCI, , ,555012
Nitric Oxide as a Modifier of Oxidative Stress,7594782, , ,Intramural Research,2007,1315756, ,NCI, , ,1315756
Role of HSP90 Family Chaperone Proteins in Cellular Signal Transduction,7594799, , ,Intramural Research,2007,3013746, ,NCI, , ,3013746
Investigation of Germ-line Genetic Variation and Susceptibility to Cancer and it,7594800, , ,Intramural Research,2007,1095659, ,NCI, , ,1095659
Gene Expression and Post-Transcriptional Regulation of DNA Tumor Viruses,7594817, , ,Intramural Research,2007,905733, ,NCI, , ,905733
Regulation of the cell cycle by cyclin-dependent kinases,7594821, , ,Intramural Research,2007,1193664, ,NCI, , ,1193664
The Role of Ape1 in Neurotoxicity of Cancer Treatments,7595260,4/1/2008 0:00,1/31/2013 0:00,Non-SBIR/STTR,2009,404126, ,NCI, , ,404126
Structure and function of the U3 RNA-protein complex,7595911,4/1/2007 0:00,3/31/2011 0:00,Non-SBIR/STTR,2009,288800, ,NIGMS, , ,288800
Using Zebrafish to Identify and Analyze Cancer Genes,7596285,3/7/2006 0:00,1/31/2011 0:00,Non-SBIR/STTR,2009,410867, ,NCI, , ,410867
The MRAD9 Radioresistance Gene,7596432,12/1/2000 0:00,3/31/2010 0:00,Non-SBIR/STTR,2009,311099, ,NIGMS, , ,311099
Mechanisms of Cancer Initiation by TRIM32,7596482,5/15/2003 0:00,1/31/2013 0:00,Non-SBIR/STTR,2009,344637, ,NCI, , ,344637
Stochastic dynamics for multiscale biology,7596501,9/1/2008 0:00,8/31/2012 0:00,Non-SBIR/STTR,2008,319129, ,NIGMS, , ,319129
Translational Pathology Core Facility,7596672, , ,Research Centers,2007, ,809573, , , , 
A Nested Case-Control Study of Prostate Carcinogenesis,7596885,9/30/2000 0:00,2/28/2012 0:00,Non-SBIR/STTR,2009,592441, ,NIEHS, , ,592441
p38 MAPK in Ras-induced Senescence and Transformation,7596890,7/1/2005 0:00,3/31/2010 0:00,Non-SBIR/STTR,2009,319381, ,NCI, , ,319381
A PTEN-Dependent Size Checkpoint in Human Cancer Cells,7597077,5/11/2006 0:00,3/31/2011 0:00,Non-SBIR/STTR,2009,180099, ,NCI, , ,180099
HUMAN TRAP/MEDIATOR,7597440,5/1/2007 0:00,2/29/2008 0:00,Research Centers,2007, ,5631, , , , 
CHARACTERIZATION OF P53-INDEPENDENT ARF PATHWAY,7597612,2/1/2007 0:00,1/31/2008 0:00,Research Centers,2007, ,1130, , , , 
Transcriptional Regulation of Estrogen Receptor (ER) by CARM1,7599098,4/1/2008 0:00,1/31/2013 0:00,Non-SBIR/STTR,2009,304917, ,NCI, , ,304917
The Role of Syndecan-1 in Mouse Mammary Neoplasia,7599101,12/21/2001 0:00,1/31/2013 0:00,Non-SBIR/STTR,2009,295173, ,NCI, , ,295173
CDC25 PHOSPHATASES IN CELL CYCLE CONTROL AND CANCER,7599710,2/1/1992 0:00,3/31/2012 0:00,Non-SBIR/STTR,2009,315000, ,NIGMS, , ,315000
Cellular Targets of Papillomavirus Oncoproteins,7600638, , ,Non-SBIR/STTR,2008, ,582125, , , , 
Interactions of the SV40 Small T Antigen and PP2A in Human Cell Transformation,7600640, , ,Non-SBIR/STTR,2008, ,251034, , , , 
STRUCTURE-BASED DESIGN OF P53 STABILIZING COMPOUNDS WITH LARGE-SCALE VIRTUAL-SC,7601427,8/1/2007 0:00,7/31/2008 0:00,Research Centers,2007, ,298, , , , 
Selective Forces Operative in FeLV Infection,7602992,2/28/2000 0:00,5/31/2012 0:00,Non-SBIR/STTR,2009,268582, ,NCI, , ,268582
DNA damage response and DDB,7603020,5/15/2005 0:00,4/30/2011 0:00,Non-SBIR/STTR,2009,280493, ,NIA, , ,280493
Regulation of Mdm2 compartmentalization,7603135,5/11/2005 0:00,3/31/2011 0:00,Non-SBIR/STTR,2009,226218, ,NCI, , ,226218
COG ADVL0416: A PHASE 1 STUDY OF SAHA IN PEDIATRIC PATIENTS WITH RECURRENT,7603565,4/1/2007 0:00,9/16/2007 0:00,Research Centers,2007, ,153, , , , 
EVALUATION OF THE USE OF POXVIRUS VACCINES TO STIMULATE P53 SPECIFIC IMMUNITY,7603874,12/1/2006 0:00,11/30/2007 0:00,Research Centers,2007, ,968, , , , 
NYU BIOMARKER CLINICAL AND EPIDEMIOLOGIC CENTER FOR CANCER,7605684,4/1/2007 0:00,3/31/2008 0:00,Research Centers,2007, ,196074, , , , 
INDIVIDUALIZED TX OF BREAST CANCER BASED ON TUMOR MOLECULAR CHARACTERISTICS,7605704,4/1/2007 0:00,3/31/2008 0:00,Research Centers,2007, ,61938, , , , 
OXALIPLATIN (ELOXATIN) WITH BORTEZOMIB IN PATIENTS WITH ADVANCED MALIGNANCY,7605716,4/1/2007 0:00,3/31/2008 0:00,Research Centers,2007, ,9862, , , , 
"A PHASE I STUDY OF ORAL IRINOTECAN, TEMOZOLOMIDE, AND CEFIXIME IN CHILDREN WI",7605875,2/15/2007 0:00,11/30/2007 0:00,Research Centers,2007, ,2636, , , , 
"A PHASE I STUDY OF IN-SITU, NEOADJUVANT, PRE-RADICAL PROSTATECTOMY RTVP-1 GEN",7605944,2/15/2007 0:00,11/30/2007 0:00,Research Centers,2007, ,5565, , , , 
OVARIAN TISSUE AND CLINICAL DATABASE CORE FACILITY,7606127,2/1/2007 0:00,11/30/2007 0:00,Research Centers,2007, ,107, , , , 
DFMO AND SULINDAC,7606602,12/1/2006 0:00,11/30/2007 0:00,Research Centers,2007, ,7752, , , , 
GENOTYPIC AND PHENOTYPIC RESPONSE OF BREAST EPITHELIAL CELLS FROM WOMEN,7608281,12/1/2006 0:00,11/30/2007 0:00,Research Centers,2007, ,21231, , , , 
MOLECULAR EPIDEMIOLOGY OF HEAD AND NECK CANCER,7608293,12/1/2006 0:00,11/30/2007 0:00,Research Centers,2007, ,2224, , , , 
MOLECULAR EPIDEMIOLOGY OF PROSTATE CANCER,7608297,12/1/2006 0:00,11/30/2007 0:00,Research Centers,2007, ,125222, , , , 
MOLECULAR EPIDEMIOLOGY OF HEAD AND NECK CANCER,7608442,5/1/2007 0:00,3/31/2008 0:00,Research Centers,2007, ,43867, , , , 
MOLECULAR EPIDEMIOLOGY OF PROSTATE CANCER,7608443,5/1/2007 0:00,3/31/2008 0:00,Research Centers,2007, ,87734, , , , 
GENOTYPIC& PHENOTYPIC RESPONSE  BREAST EPITHELIAL CELLS FROM WOMEN- MAMMOPLASTY,7608463,5/1/2007 0:00,3/31/2008 0:00,Research Centers,2007, ,34271, , , , 
